Лаб. № пробы,Наименование выработки,"Глубина отбора образца, м",Наименование грунта,№ ИГЭ/РГЭ,rs,r,rd,n,e,W,Sr,WL,WP,Ip,IL,Ir,Е50,E,Мю,Cu,Цикл промораживания,Kd,Cud
18-2,18,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
18-2,18,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
18-2,18,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
18-2,18,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
18-2,18,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
18-3,18,2.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
18-3,18,2.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
18-3,18,2.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
18-3,18,2.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
18-3,18,2.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
18-4,18,5.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
18-4,18,5.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
18-4,18,5.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
18-4,18,5.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
18-4,18,5.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
18-5,18,6.8,Супесь текучая,1д_1д.1,2.68,1.9,1.44,46.3,0.86,31.9,0.99,30.4,24.0,6.4,1.23,,3.4,3.4,0.32,0.011,0,0.57,0.005
18-5,18,6.8,Супесь текучая,1д_1д.1,2.68,1.88,1.41,47.5,0.9,33.5,0.99,30.4,24.0,6.4,1.48,,3.3,3.6,0.33,0.008,3,0.57,0.005
18-5,18,6.8,Супесь текучая,1д_1д.1,2.68,1.87,1.4,47.7,0.91,33.3,0.98,30.4,24.0,6.4,1.45,,1.3,1.4,0.38,0.007,5,0.57,0.005
18-5,18,6.8,Супесь текучая,1д_1д.1,2.68,1.85,1.38,48.6,0.95,34.3,0.97,30.4,24.0,6.4,1.61,,1.3,1.4,0.32,0.007,10,0.57,0.005
18-5,18,6.8,Супесь текучая,1д_1д.1,2.68,1.86,1.38,48.4,0.94,34.7,0.99,30.4,24.0,6.4,1.66,,1.3,1.4,0.32,0.006,24,0.57,0.005
18-6,18,7.8,Глина твёрдая,58_3в,2.75,2.0,1.58,42.4,0.74,26.5,0.99,52.3,29.5,22.8,-0.13,,20.9,20.9,0.25,0.158,0,,
18-6,18,7.8,Глина твёрдая,58_3в,2.75,1.88,1.4,49.0,0.96,34.1,0.98,52.3,29.5,22.8,0.2,,12.3,12.9,0.33,0.078,3,,
18-6,18,7.8,Глина твёрдая,58_3в,2.75,1.83,1.32,51.9,1.08,38.4,0.98,52.3,29.5,22.8,0.39,,6.3,7.6,0.35,0.028,5,,
18-6,18,7.8,Глина твёрдая,58_3в,2.75,1.8,1.27,53.8,1.17,41.8,0.99,52.3,29.5,22.8,0.54,,6.5,7.4,0.41,0.029,10,,
18-6,18,7.8,Глина твёрдая,58_3в,2.75,1.8,1.26,54.2,1.18,42.5,0.99,52.3,29.5,22.8,0.57,,6.7,7.1,0.38,0.024,24,,
18-7,18,9.8,Глина твёрдая,58_3в,2.74,2.02,1.61,41.1,0.7,24.9,0.98,52.6,29.5,23.1,-0.2,,22.6,22.6,0.26,0.152,0,,
18-7,18,9.8,Глина твёрдая,58_3в,2.74,1.86,1.38,49.8,0.99,35.1,0.97,52.6,29.5,23.1,0.24,,11.4,12.4,0.31,0.073,3,,
18-7,18,9.8,Глина твёрдая,58_3в,2.74,1.82,1.3,52.7,1.11,40.3,0.99,52.6,29.5,23.1,0.47,,5.4,6.1,0.36,0.026,5,,
18-7,18,9.8,Глина твёрдая,58_3в,2.74,1.78,1.24,54.7,1.21,43.4,0.98,52.6,29.5,23.1,0.6,,5.4,5.9,0.35,0.027,10,,
18-7,18,9.8,Глина твёрдая,58_3в,2.74,1.78,1.23,55.1,1.22,44.1,0.99,52.6,29.5,23.1,0.63,,4.7,5.0,0.4,0.021,24,,
18-8,18,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
18-8,18,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
18-8,18,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
18-8,18,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
18-8,18,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
18-9,18,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
18-9,18,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
18-9,18,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
18-9,18,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
18-9,18,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
19-1,19,0.4,Глина твёрдая с низким содержанием органического вещества,1a_t,2.54,1.82,1.36,46.4,0.87,33.8,0.99,56.3,32.9,23.4,0.04,14.8,11.1,11.1,0.36,0.054,0,0.84,0.018
19-1,19,0.4,Глина твёрдая с низким содержанием органического вещества,1a_t,2.54,1.75,1.25,51.0,1.04,40.5,0.99,56.3,32.9,23.4,0.32,14.8,8.6,9.3,0.41,0.049,3,0.84,0.018
19-1,19,0.4,Глина твёрдая с низким содержанием органического вещества,1a_t,2.54,1.71,1.2,52.9,1.12,42.8,0.97,56.3,32.9,23.4,0.42,14.8,5.1,5.8,0.41,0.029,5,0.84,0.018
19-1,19,0.4,Глина твёрдая с низким содержанием органического вещества,1a_t,2.54,1.68,1.15,54.9,1.21,46.5,0.97,56.3,32.9,23.4,0.58,14.8,5.1,5.5,0.38,0.028,10,0.84,0.018
19-1,19,0.4,Глина твёрдая с низким содержанием органического вещества,1a_t,2.54,1.7,1.15,54.6,1.2,47.0,0.99,56.3,32.9,23.4,0.6,14.8,4.9,5.3,0.38,0.022,24,0.84,0.018
19-10,19,13.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
19-10,19,13.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
19-10,19,13.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
19-10,19,13.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
19-10,19,13.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
19-11,19,14.8,Глина твёрдая,58_3б,2.74,1.91,1.44,47.5,0.9,32.7,0.99,56.4,32.2,24.2,0.02,,,,,,0,,
19-11,19,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
19-11,19,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
19-11,19,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
19-11,19,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
19-12,19,17.8,Глина твёрдая,58_3в,2.73,2.03,1.64,39.8,0.66,23.8,0.98,47.4,27.0,20.4,-0.16,,,,,,0,,
19-12,19,17.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,3,,
19-12,19,17.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,5,,
19-12,19,17.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,10,,
19-12,19,17.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,24,,
19-13,19,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
19-13,19,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
19-13,19,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
19-13,19,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
19-13,19,18.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
19-14,19,19.4,Суглинок твёрдый,58г_2б,2.7,1.97,1.57,41.9,0.72,25.7,0.96,31.4,24.1,7.3,0.21,,,,,,0,0.79,0.012
19-14,19,19.4,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,3,0.79,0.012
19-14,19,19.4,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,5,0.79,0.012
19-14,19,19.4,Суглинок твёрдый,58г_2б,2.7,1.93,1.48,45.1,0.82,30.1,0.99,31.4,24.1,7.3,0.82,,,,,,10,0.79,0.012
19-14,19,19.4,Суглинок твёрдый,58г_2б,2.7,1.94,1.5,44.4,0.8,29.3,0.99,31.4,24.1,7.3,0.72,,,,,,24,0.79,0.012
19-15,19,19.8,Супесь твёрдая,58д_4,2.69,1.99,1.58,41.2,0.7,25.5,0.98,26.6,21.4,5.2,0.79,,5.7,5.7,0.34,0.022,0,0.58,0.005
19-15,19,19.8,Супесь твёрдая,58д_4,2.69,1.94,1.52,43.5,0.77,27.7,0.97,26.6,21.4,5.2,1.21,,3.4,3.7,0.32,0.015,3,0.58,0.005
19-15,19,19.8,Супесь твёрдая,58д_4,2.69,1.94,1.51,43.9,0.78,28.6,0.98,26.6,21.4,5.2,1.38,,1.6,1.8,0.35,0.009,5,0.58,0.005
19-15,19,19.8,Супесь твёрдая,58д_4,2.69,1.93,1.5,44.2,0.79,28.6,0.97,26.6,21.4,5.2,1.38,,1.6,1.8,0.31,0.01,10,0.58,0.005
19-15,19,19.8,Супесь твёрдая,58д_4,2.69,1.93,1.49,44.7,0.81,29.7,0.99,26.6,21.4,5.2,1.59,,1.7,2.0,0.32,0.006,24,0.58,0.005
19-16,19,20.8,Супесь твёрдая,58д_4,2.68,1.94,1.52,43.1,0.76,27.4,0.97,29.9,23.0,6.9,0.64,,6.1,6.1,0.27,0.02,0,0.62,0.006
19-16,19,20.8,Супесь твёрдая,58д_4,2.68,1.94,1.51,43.7,0.78,28.5,0.99,29.9,23.0,6.9,0.8,,3.8,4.1,0.3,0.017,3,0.62,0.006
19-16,19,20.8,Супесь твёрдая,58д_4,2.68,1.92,1.48,44.7,0.81,29.6,0.98,29.9,23.0,6.9,0.96,,1.8,1.9,0.36,0.009,5,0.62,0.006
19-16,19,20.8,Супесь твёрдая,58д_4,2.68,1.92,1.47,45.0,0.82,30.3,0.99,29.9,23.0,6.9,1.06,,1.8,1.7,0.32,0.008,10,0.62,0.006
19-16,19,20.8,Супесь твёрдая,58д_4,2.68,1.92,1.47,45.1,0.82,30.3,0.99,29.9,23.0,6.9,1.05,,1.8,1.9,0.34,0.009,24,0.62,0.006
19-17,19,21.4,Суглинок твёрдый,58г_2б,2.7,1.97,1.56,42.3,0.73,26.4,0.97,32.4,24.5,7.9,0.24,,,,,,0,0.71,0.01
19-17,19,21.4,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,3,0.71,0.01
19-17,19,21.4,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,5,0.71,0.01
19-17,19,21.4,Суглинок твёрдый,58г_2б,2.7,1.92,1.47,45.6,0.84,30.7,0.99,32.4,24.5,7.9,0.78,,,,,,10,0.71,0.01
19-17,19,21.4,Суглинок твёрдый,58г_2б,2.7,1.91,1.46,46.1,0.85,31.0,0.98,32.4,24.5,7.9,0.82,,,,,,24,0.71,0.01
19-18,19,21.8,Супесь твёрдая,58д_4,2.68,1.96,1.55,42.3,0.73,26.9,0.98,28.2,23.7,4.5,0.7,,,,,,0,,
19-18,19,21.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,3,,
19-18,19,21.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,5,,
19-18,19,21.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,10,,
19-18,19,21.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,24,,
19-19,19,22.4,Супесь твёрдая,58д_4,2.68,1.94,1.53,43.0,0.75,27.3,0.97,28.9,23.1,5.8,0.73,,,,,,0,,
19-19,19,22.4,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,3,,
19-19,19,22.4,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,5,,
19-19,19,22.4,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,10,,
19-19,19,22.4,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,24,,
19-2,19,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
19-2,19,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
19-2,19,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
19-2,19,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
19-2,19,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
19-20,19,22.8,Супесь твёрдая,58д_4,2.7,1.98,1.56,42.2,0.73,26.8,0.99,28.9,22.6,6.3,0.66,,,,,,0,,
19-20,19,22.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,3,,
19-20,19,22.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,5,,
19-20,19,22.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,10,,
19-20,19,22.8,Супесь твёрдая,58д_4,,,,,,,,,,,,,,,,,24,,
19-21,19,23.8,Глина твёрдая,58_3в,2.74,2.07,1.7,37.8,0.61,21.7,0.98,47.9,26.3,21.6,-0.21,,,,,,0,0.8,0.022
19-21,19,23.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,3,0.8,0.022
19-21,19,23.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,5,0.8,0.022
19-21,19,23.8,Глина твёрдая,58_3в,2.74,1.85,1.37,50.1,1.01,35.4,0.96,47.9,26.3,21.6,0.42,,,,,,10,0.8,0.022
19-21,19,23.8,Глина твёрдая,58_3в,2.74,1.86,1.37,50.1,1.0,35.9,0.98,47.9,26.3,21.6,0.44,,,,,,24,0.8,0.022
19-22,19,25.4,Суглинок тугопластичный,58г_2г.д,2.73,1.99,1.56,42.8,0.75,27.1,0.99,35.9,20.4,15.5,0.43,,,,,,0,,
19-22,19,25.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,3,,
19-22,19,25.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,5,,
19-22,19,25.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,10,,
19-22,19,25.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,24,,
19-23,19,27.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
19-23,19,27.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
19-23,19,27.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
19-23,19,27.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
19-23,19,27.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
19-24,19,16.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
19-24,19,16.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
